0000002000;scans;0000000052;DataLength
"header";0000000040;"lines"
"Date";26/10/2022;"Time";14:57:02
"ID";"EQP LOW ENERGY #15376";"Version";3
"Scans";1
"Scan ID";"Mode";"Input";"Scanned";"Start";"Stop";"Increment";"Dwell";"Settle";"RS";"RelSEM"
"Scan 1";"RGA";"SEM";"mass";1,00;200,00;1,00;100,000;100,000%;1,000000;1,000000;
"Environment";
"Global";"RGA"
"1st-dynode";-3500;"V"
"CRV_range";7;"c/s"
"CRV_resolution";6;"bits"
"D.C.quad";-12;"%"
"F1";1;"( 1 = on, 0 = off )"
"F2";0;"( 1 = on, 0 = off )"
"axis";-40,0;"V"
"cage";3,0;"V"
"delta-m";0;"%"
"discriminator";-10;"%"
"electron-energy";70,0;"V"
"emission";2,0000;"uA"
"energy";1,10;"V"
"extractor";304;"V"
"flight-focus";-105;"V"
"focus2";-200;"V"
"gate_delay";0,1;"uS"
"gate_width";0,0;"uS"
"gating";0;"( 1 = on, 0 = off )"
"gating_invert";0;"( 0 = normal, 1 = invert)"
"horiz";11;"%"
"lens1";356;"V"
"lens2";-110;"V"
"mass";28,00;"amu"
"mode-change-delay";1000;"ms"
"multiplier";1800;"V"
"plates";7,40;"V"
"resolution";0;"%"
"suppressor";-200;"V"
"transit-energy";3,00;"V"
"vert";-34;"%"
"Data";1
"Cycle";"Time";"ms";"mass amu";"SEM c/s"
0000000005;00:01:28;0000088360;  160,00;         0
0000000005;00:01:28;0000088360;  161,00;         0
0000000005;00:01:28;0000088360;  162,00;         0
0000000005;00:01:28;0000088360;  163,00;         0
0000000005;00:01:28;0000088360;  164,00;         0
0000000005;00:01:28;0000088360;  165,00;        10
0000000005;00:01:28;0000088360;  166,00;         0
0000000005;00:01:28;0000088360;  167,00;         0
0000000005;00:01:28;0000088360;  168,00;         0
0000000005;00:01:28;0000088360;  169,00;         0
0000000005;00:01:28;0000088360;  170,00;         0
0000000005;00:01:28;0000088360;  171,00;         0
0000000005;00:01:28;0000088360;  172,00;         0
0000000005;00:01:28;0000088360;  173,00;         0
0000000005;00:01:28;0000088360;  174,00;         0
0000000005;00:01:28;0000088360;  175,00;         0
0000000005;00:01:28;0000088360;  176,00;         0
0000000005;00:01:28;0000088360;  177,00;         0
0000000005;00:01:28;0000088360;  178,00;         0
0000000005;00:01:28;0000088360;  179,00;         0
0000000005;00:01:28;0000088360;  180,00;         0
0000000005;00:01:28;0000088360;  181,00;         0
0000000005;00:01:28;0000088360;  182,00;         0
0000000005;00:01:28;0000088360;  183,00;         0
0000000005;00:01:28;0000088360;  184,00;         0
0000000005;00:01:28;0000088360;  185,00;         0
0000000005;00:01:28;0000088360;  186,00;         0
0000000005;00:01:28;0000088360;  187,00;         0
0000000005;00:01:28;0000088360;  188,00;         0
0000000005;00:01:28;0000088360;  189,00;         0
0000000005;00:01:28;0000088360;  190,00;         0
0000000005;00:01:28;0000088360;  191,00;         0
0000000005;00:01:28;0000088360;  192,00;         0
0000000005;00:01:28;0000088360;  193,00;         0
0000000005;00:01:28;0000088360;  194,00;         0
0000000005;00:01:28;0000088360;  195,00;         0
0000000005;00:01:28;0000088360;  196,00;         0
0000000005;00:01:28;0000088360;  197,00;         0
0000000005;00:01:28;0000088360;  198,00;         0
0000000005;00:01:28;0000088360;  199,00;         0
0000000005;00:01:28;0000088360;  200,00;         0
0000000006;00:01:50;0000110432;    1,00;        80
0000000006;00:01:50;0000110432;    2,00;        10
0000000006;00:01:50;0000110432;    3,00;         0
0000000006;00:01:50;0000110432;    4,00;         0
0000000006;00:01:50;0000110432;    5,00;         0
0000000006;00:01:50;0000110432;    6,00;         0
0000000006;00:01:50;0000110432;    7,00;        20
0000000006;00:01:50;0000110432;    8,00;         0
0000000006;00:01:50;0000110432;    9,00;        10
0000000006;00:01:50;0000110432;   10,00;         0
0000000006;00:01:50;0000110432;   11,00;        10
0000000006;00:01:50;0000110432;   12,00;        60
0000000006;00:01:50;0000110432;   13,00;        40
0000000006;00:01:50;0000110432;   14,00;       100
0000000006;00:01:50;0000110432;   15,00;       200
0000000006;00:01:50;0000110432;   16,00;         0
0000000006;00:01:50;0000110432;   17,00;        40
0000000006;00:01:50;0000110432;   18,00;        70
0000000006;00:01:50;0000110432;   19,00;        30
0000000006;00:01:50;0000110432;   20,00;        20
0000000006;00:01:50;0000110432;   21,00;         0
0000000006;00:01:50;0000110432;   22,00;         0
0000000006;00:01:50;0000110432;   23,00;        20
0000000006;00:01:50;0000110432;   24,00;       270
0000000006;00:01:50;0000110432;   25,00;      1500
0000000006;00:01:50;0000110432;   26,00;      8890
0000000006;00:01:50;0000110432;   27,00;      3510
0000000006;00:01:50;0000110432;   28,00;      7890
0000000006;00:01:50;0000110432;   29,00;      2510
0000000006;00:01:50;0000110432;   30,00;      1450
0000000006;00:01:50;0000110432;   31,00;        30
0000000006;00:01:50;0000110432;   32,00;        10
0000000006;00:01:50;0000110432;   33,00;         0
0000000006;00:01:50;0000110432;   34,00;         0
0000000006;00:01:50;0000110432;   35,00;         0
0000000006;00:01:50;0000110432;   36,00;        30
0000000006;00:01:50;0000110432;   37,00;       270
0000000006;00:01:50;0000110432;   38,00;       490
0000000006;00:01:50;0000110432;   39,00;      1830
0000000006;00:01:50;0000110432;   40,00;      1040
0000000006;00:01:50;0000110432;   41,00;      1890
0000000006;00:01:50;0000110432;   42,00;      1330
0000000006;00:01:50;0000110432;   43,00;      1880
0000000006;00:01:50;0000110432;   44,00;       510
0000000006;00:01:50;0000110432;   45,00;        30
0000000006;00:01:50;0000110432;   46,00;        10
0000000006;00:01:50;0000110432;   47,00;         0
0000000006;00:01:50;0000110432;   48,00;         0
0000000006;00:01:50;0000110432;   49,00;        60
0000000006;00:01:50;0000110432;   50,00;       150
0000000006;00:01:50;0000110432;   51,00;        60
0000000006;00:01:50;0000110432;   52,00;        70
0000000006;00:01:50;0000110432;   53,00;       140
0000000006;00:01:50;0000110432;   54,00;       260
0000000006;00:01:50;0000110432;   55,00;       420
0000000006;00:01:50;0000110432;   56,00;       320
0000000006;00:01:50;0000110432;   57,00;       250
0000000006;00:01:50;0000110432;   58,00;       110
0000000006;00:01:50;0000110432;   59,00;         0
0000000006;00:01:50;0000110432;   60,00;         0
0000000006;00:01:50;0000110432;   61,00;        10
0000000006;00:01:50;0000110432;   62,00;         0
0000000006;00:01:50;0000110432;   63,00;        40
0000000006;00:01:50;0000110432;   64,00;        10
0000000006;00:01:50;0000110432;   65,00;        30
0000000006;00:01:50;0000110432;   66,00;        20
0000000006;00:01:50;0000110432;   67,00;       250
0000000006;00:01:50;0000110432;   68,00;       110
0000000006;00:01:50;0000110432;   69,00;       120
0000000006;00:01:50;0000110432;   70,00;       170
0000000006;00:01:50;0000110432;   71,00;        80
0000000006;00:01:50;0000110432;   72,00;        40
0000000006;00:01:50;0000110432;   73,00;         0
0000000006;00:01:50;0000110432;   74,00;        20
0000000006;00:01:50;0000110432;   75,00;        20
0000000006;00:01:50;0000110432;   76,00;        10
0000000006;00:01:50;0000110432;   77,00;       130
0000000006;00:01:50;0000110432;   78,00;       250
0000000006;00:01:50;0000110432;   79,00;        30
0000000006;00:01:50;0000110432;   80,00;        30
0000000006;00:01:50;0000110432;   81,00;        50
0000000006;00:01:50;0000110432;   82,00;        30
0000000006;00:01:50;0000110432;   83,00;        60
0000000006;00:01:50;0000110432;   84,00;        60
0000000006;00:01:50;0000110432;   85,00;        40
0000000006;00:01:50;0000110432;   86,00;        40
0000000006;00:01:50;0000110432;   87,00;         0
0000000006;00:01:50;0000110432;   88,00;         0
0000000006;00:01:50;0000110432;   89,00;        10
0000000006;00:01:50;0000110432;   90,00;         0
0000000006;00:01:50;0000110432;   91,00;        50
0000000006;00:01:50;0000110432;   92,00;        10
0000000006;00:01:50;0000110432;   93,00;         0
0000000006;00:01:50;0000110432;   94,00;         0
0000000006;00:01:50;0000110432;   95,00;        10
0000000006;00:01:50;0000110432;   96,00;        10
0000000006;00:01:50;0000110432;   97,00;        30
0000000006;00:01:50;0000110432;   98,00;        40
0000000006;00:01:50;0000110432;   99,00;        20
0000000006;00:01:50;0000110432;  100,00;         0
0000000006;00:01:50;0000110432;  101,00;         0
0000000006;00:01:50;0000110432;  102,00;         0
0000000006;00:01:50;0000110432;  103,00;         0
0000000006;00:01:50;0000110432;  104,00;         0
0000000006;00:01:50;0000110432;  105,00;         0
0000000006;00:01:50;0000110432;  106,00;         0
0000000006;00:01:50;0000110432;  107,00;        10
0000000006;00:01:50;0000110432;  108,00;         0
0000000006;00:01:50;0000110432;  109,00;         0
0000000006;00:01:50;0000110432;  110,00;         0
0000000006;00:01:50;0000110432;  111,00;         0
0000000006;00:01:50;0000110432;  112,00;         0
0000000006;00:01:50;0000110432;  113,00;         0
0000000006;00:01:50;0000110432;  114,00;        10
0000000006;00:01:50;0000110432;  115,00;         0
0000000006;00:01:50;0000110432;  116,00;         0
0000000006;00:01:50;0000110432;  117,00;         0
0000000006;00:01:50;0000110432;  118,00;         0
0000000006;00:01:50;0000110432;  119,00;         0
0000000006;00:01:50;0000110432;  120,00;         0
0000000006;00:01:50;0000110432;  121,00;         0
0000000006;00:01:50;0000110432;  122,00;         0
0000000006;00:01:50;0000110432;  123,00;         0
0000000006;00:01:50;0000110432;  124,00;         0
0000000006;00:01:50;0000110432;  125,00;        10
0000000006;00:01:50;0000110432;  126,00;         0
0000000006;00:01:50;0000110432;  127,00;         0
0000000006;00:01:50;0000110432;  128,00;         0
0000000006;00:01:50;0000110432;  129,00;         0
0000000006;00:01:50;0000110432;  130,00;         0
0000000006;00:01:50;0000110432;  131,00;         0
0000000006;00:01:50;0000110432;  132,00;         0
0000000006;00:01:50;0000110432;  133,00;         0
0000000006;00:01:50;0000110432;  134,00;         0
0000000006;00:01:50;0000110432;  135,00;         0
0000000006;00:01:50;0000110432;  136,00;         0
0000000006;00:01:50;0000110432;  137,00;         0
0000000006;00:01:50;0000110432;  138,00;         0
0000000006;00:01:50;0000110432;  139,00;         0
0000000006;00:01:50;0000110432;  140,00;         0
0000000006;00:01:50;0000110432;  141,00;         0
0000000006;00:01:50;0000110432;  142,00;         0
0000000006;00:01:50;0000110432;  143,00;         0
0000000006;00:01:50;0000110432;  144,00;         0
0000000006;00:01:50;0000110432;  145,00;         0
0000000006;00:01:50;0000110432;  146,00;         0
0000000006;00:01:50;0000110432;  147,00;         0
0000000006;00:01:50;0000110432;  148,00;         0
0000000006;00:01:50;0000110432;  149,00;         0
0000000006;00:01:50;0000110432;  150,00;         0
0000000006;00:01:50;0000110432;  151,00;         0
0000000006;00:01:50;0000110432;  152,00;         0
0000000006;00:01:50;0000110432;  153,00;         0
0000000006;00:01:50;0000110432;  154,00;         0
0000000006;00:01:50;0000110432;  155,00;         0
0000000006;00:01:50;0000110432;  156,00;         0
0000000006;00:01:50;0000110432;  157,00;         0
0000000006;00:01:50;0000110432;  158,00;         0
0000000006;00:01:50;0000110432;  159,00;         0
0000000006;00:01:50;0000110432;  160,00;         0
0000000006;00:01:50;0000110432;  161,00;         0
0000000006;00:01:50;0000110432;  162,00;         0
0000000006;00:01:50;0000110432;  163,00;         0
0000000006;00:01:50;0000110432;  164,00;         0
0000000006;00:01:50;0000110432;  165,00;         0
0000000006;00:01:50;0000110432;  166,00;         0
0000000006;00:01:50;0000110432;  167,00;         0
0000000006;00:01:50;0000110432;  168,00;         0
0000000006;00:01:50;0000110432;  169,00;         0
0000000006;00:01:50;0000110432;  170,00;         0
0000000006;00:01:50;0000110432;  171,00;         0
0000000006;00:01:50;0000110432;  172,00;         0
0000000006;00:01:50;0000110432;  173,00;         0
0000000006;00:01:50;0000110432;  174,00;         0
0000000006;00:01:50;0000110432;  175,00;         0
0000000006;00:01:50;0000110432;  176,00;         0
0000000006;00:01:50;0000110432;  177,00;         0
0000000006;00:01:50;0000110432;  178,00;         0
0000000006;00:01:50;0000110432;  179,00;         0
0000000006;00:01:50;0000110432;  180,00;         0
0000000006;00:01:50;0000110432;  181,00;         0
0000000006;00:01:50;0000110432;  182,00;         0
0000000006;00:01:50;0000110432;  183,00;         0
0000000006;00:01:50;0000110432;  184,00;         0
0000000006;00:01:50;0000110432;  185,00;         0
0000000006;00:01:50;0000110432;  186,00;         0
0000000006;00:01:50;0000110432;  187,00;         0
0000000006;00:01:50;0000110432;  188,00;         0
0000000006;00:01:50;0000110432;  189,00;         0
0000000006;00:01:50;0000110432;  190,00;         0
0000000006;00:01:50;0000110432;  191,00;         0
0000000006;00:01:50;0000110432;  192,00;         0
0000000006;00:01:50;0000110432;  193,00;         0
0000000006;00:01:50;0000110432;  194,00;         0
0000000006;00:01:50;0000110432;  195,00;         0
0000000006;00:01:50;0000110432;  196,00;         0
0000000006;00:01:50;0000110432;  197,00;         0
0000000006;00:01:50;0000110432;  198,00;         0
0000000006;00:01:50;0000110432;  199,00;         0
0000000006;00:01:50;0000110432;  200,00;         0
0000000007;00:02:12;0000132505;    1,00;        90
0000000007;00:02:12;0000132505;    2,00;         0
0000000007;00:02:12;0000132505;    3,00;         0
0000000007;00:02:12;0000132505;    4,00;         0
0000000007;00:02:12;0000132505;    5,00;         0
0000000007;00:02:12;0000132505;    6,00;         0
0000000007;00:02:12;0000132505;    7,00;         0
0000000007;00:02:12;0000132505;    8,00;         0
0000000007;00:02:12;0000132505;    9,00;         0
0000000007;00:02:12;0000132505;   10,00;         0
0000000007;00:02:12;0000132505;   11,00;         0
0000000007;00:02:12;0000132505;   12,00;        50
0000000007;00:02:12;0000132505;   13,00;       160
0000000007;00:02:12;0000132505;   14,00;        80
0000000007;00:02:12;0000132505;   15,00;       120
0000000007;00:02:12;0000132505;   16,00;        10
0000000007;00:02:12;0000132505;   17,00;        30
0000000007;00:02:12;0000132505;   18,00;        60
0000000007;00:02:12;0000132505;   19,00;         0
0000000007;00:02:12;0000132505;   20,00;        10
0000000007;00:02:12;0000132505;   21,00;         0
0000000007;00:02:12;0000132505;   22,00;         0
0000000007;00:02:12;0000132505;   23,00;         0
0000000007;00:02:12;0000132505;   24,00;       300
0000000007;00:02:12;0000132505;   25,00;      1730
0000000007;00:02:12;0000132505;   26,00;      9180
0000000007;00:02:12;0000132505;   27,00;      3080
0000000007;00:02:12;0000132505;   28,00;      7880
0000000007;00:02:12;0000132505;   29,00;      2430
0000000007;00:02:12;0000132505;   30,00;      1460
0000000007;00:02:12;0000132505;   31,00;        80
0000000007;00:02:12;0000132505;   32,00;        10
0000000007;00:02:12;0000132505;   33,00;         0
0000000007;00:02:12;0000132505;   34,00;         0
0000000007;00:02:12;0000132505;   35,00;         0
0000000007;00:02:12;0000132505;   36,00;        30
0000000007;00:02:12;0000132505;   37,00;       310
0000000007;00:02:12;0000132505;   38,00;       370
0000000007;00:02:12;0000132505;   39,00;      1620
0000000007;00:02:12;0000132505;   40,00;      1070
0000000007;00:02:12;0000132505;   41,00;      1930
0000000007;00:02:12;0000132505;   42,00;      1360
0000000007;00:02:12;0000132505;   43,00;      1690
0000000007;00:02:12;0000132505;   44,00;       470
0000000007;00:02:12;0000132505;   45,00;        20
0000000007;00:02:12;0000132505;   46,00;        10
0000000007;00:02:12;0000132505;   47,00;         0
0000000007;00:02:12;0000132505;   48,00;         0
0000000007;00:02:12;0000132505;   49,00;         0
0000000007;00:02:12;0000132505;   50,00;       250
0000000007;00:02:12;0000132505;   51,00;       120
0000000007;00:02:12;0000132505;   52,00;        30
0000000007;00:02:12;0000132505;   53,00;       100
0000000007;00:02:12;0000132505;   54,00;        90
0000000007;00:02:12;0000132505;   55,00;       330
0000000007;00:02:12;0000132505;   56,00;       380
0000000007;00:02:12;0000132505;   57,00;       420
0000000007;00:02:12;0000132505;   58,00;        40
0000000007;00:02:12;0000132505;   59,00;         0
0000000007;00:02:12;0000132505;   60,00;         0
0000000007;00:02:12;0000132505;   61,00;        20
0000000007;00:02:12;0000132505;   62,00;        10
0000000007;00:02:12;0000132505;   63,00;        30
0000000007;00:02:12;0000132505;   64,00;        10
0000000007;00:02:12;0000132505;   65,00;        10
0000000007;00:02:12;0000132505;   66,00;        50
0000000007;00:02:12;0000132505;   67,00;       160
0000000007;00:02:12;0000132505;   68,00;        60
0000000007;00:02:12;0000132505;   69,00;       140
0000000007;00:02:12;0000132505;   70,00;       170
0000000007;00:02:12;0000132505;   71,00;       110
0000000007;00:02:12;0000132505;   72,00;        10
0000000007;00:02:12;0000132505;   73,00;         0
0000000007;00:02:12;0000132505;   74,00;        10
0000000007;00:02:12;0000132505;   75,00;        30
0000000007;00:02:12;0000132505;   76,00;         0
0000000007;00:02:12;0000132505;   77,00;        50
0000000007;00:02:12;0000132505;   78,00;       200
0000000007;00:02:12;0000132505;   79,00;       120
0000000007;00:02:12;0000132505;   80,00;        10
0000000007;00:02:12;0000132505;   81,00;        80
0000000007;00:02:12;0000132505;   82,00;        60
0000000007;00:02:12;0000132505;   83,00;         0
0000000007;00:02:12;0000132505;   84,00;        50
0000000007;00:02:12;0000132505;   85,00;        60
0000000007;00:02:12;0000132505;   86,00;         0
0000000007;00:02:12;0000132505;   87,00;         0
0000000007;00:02:12;0000132505;   88,00;         0
0000000007;00:02:12;0000132505;   89,00;         0
0000000007;00:02:12;0000132505;   90,00;         0
0000000007;00:02:12;0000132505;   91,00;       110
0000000007;00:02:12;0000132505;   92,00;        50
0000000007;00:02:12;0000132505;   93,00;        20
0000000007;00:02:12;0000132505;   94,00;         0
0000000007;00:02:12;0000132505;   95,00;        20
0000000007;00:02:12;0000132505;   96,00;        10
0000000007;00:02:12;0000132505;   97,00;        20
0000000007;00:02:12;0000132505;   98,00;        10
0000000007;00:02:12;0000132505;   99,00;         0
0000000007;00:02:12;0000132505;  100,00;         0
0000000007;00:02:12;0000132505;  101,00;         0
0000000007;00:02:12;0000132505;  102,00;         0
0000000007;00:02:12;0000132505;  103,00;         0
0000000007;00:02:12;0000132505;  104,00;         0
0000000007;00:02:12;0000132505;  105,00;         0
0000000007;00:02:12;0000132505;  106,00;        20
0000000007;00:02:12;0000132505;  107,00;         0
0000000007;00:02:12;0000132505;  108,00;         0
0000000007;00:02:12;0000132505;  109,00;         0
0000000007;00:02:12;0000132505;  110,00;         0
0000000007;00:02:12;0000132505;  111,00;        20
0000000007;00:02:12;0000132505;  112,00;        10
0000000007;00:02:12;0000132505;  113,00;         0
0000000007;00:02:12;0000132505;  114,00;         0
0000000007;00:02:12;0000132505;  115,00;         0
0000000007;00:02:12;0000132505;  116,00;         0
0000000007;00:02:12;0000132505;  117,00;         0
0000000007;00:02:12;0000132505;  118,00;         0
0000000007;00:02:12;0000132505;  119,00;         0
0000000007;00:02:12;0000132505;  120,00;         0
0000000007;00:02:12;0000132505;  121,00;         0
0000000007;00:02:12;0000132505;  122,00;         0
0000000007;00:02:12;0000132505;  123,00;         0
0000000007;00:02:12;0000132505;  124,00;         0
0000000007;00:02:12;0000132505;  125,00;         0
0000000007;00:02:12;0000132505;  126,00;         0
0000000007;00:02:12;0000132505;  127,00;         0
0000000007;00:02:12;0000132505;  128,00;         0
0000000007;00:02:12;0000132505;  129,00;         0
0000000007;00:02:12;0000132505;  130,00;         0
0000000007;00:02:12;0000132505;  131,00;         0
0000000007;00:02:12;0000132505;  132,00;         0
0000000007;00:02:12;0000132505;  133,00;         0
0000000007;00:02:12;0000132505;  134,00;         0
0000000007;00:02:12;0000132505;  135,00;         0
0000000007;00:02:12;0000132505;  136,00;         0
0000000007;00:02:12;0000132505;  137,00;         0
0000000007;00:02:12;0000132505;  138,00;         0
0000000007;00:02:12;0000132505;  139,00;         0
0000000007;00:02:12;0000132505;  140,00;         0
0000000007;00:02:12;0000132505;  141,00;         0
0000000007;00:02:12;0000132505;  142,00;         0
0000000007;00:02:12;0000132505;  143,00;         0
0000000007;00:02:12;0000132505;  144,00;         0
0000000007;00:02:12;0000132505;  145,00;         0
0000000007;00:02:12;0000132505;  146,00;         0
0000000007;00:02:12;0000132505;  147,00;         0
0000000007;00:02:12;0000132505;  148,00;         0
0000000007;00:02:12;0000132505;  149,00;         0
0000000007;00:02:12;0000132505;  150,00;         0
0000000007;00:02:12;0000132505;  151,00;        10
0000000007;00:02:12;0000132505;  152,00;         0
0000000007;00:02:12;0000132505;  153,00;         0
0000000007;00:02:12;0000132505;  154,00;         0
0000000007;00:02:12;0000132505;  155,00;         0
0000000007;00:02:12;0000132505;  156,00;         0
0000000007;00:02:12;0000132505;  157,00;         0
0000000007;00:02:12;0000132505;  158,00;         0
0000000007;00:02:12;0000132505;  159,00;         0
0000000007;00:02:12;0000132505;  160,00;         0
0000000007;00:02:12;0000132505;  161,00;         0
0000000007;00:02:12;0000132505;  162,00;         0
0000000007;00:02:12;0000132505;  163,00;         0
0000000007;00:02:12;0000132505;  164,00;         0
0000000007;00:02:12;0000132505;  165,00;         0
0000000007;00:02:12;0000132505;  166,00;         0
0000000007;00:02:12;0000132505;  167,00;         0
0000000007;00:02:12;0000132505;  168,00;         0
0000000007;00:02:12;0000132505;  169,00;         0
0000000007;00:02:12;0000132505;  170,00;         0
0000000007;00:02:12;0000132505;  171,00;         0
0000000007;00:02:12;0000132505;  172,00;         0
0000000007;00:02:12;0000132505;  173,00;         0
0000000007;00:02:12;0000132505;  174,00;         0
0000000007;00:02:12;0000132505;  175,00;         0
0000000007;00:02:12;0000132505;  176,00;         0
0000000007;00:02:12;0000132505;  177,00;         0
0000000007;00:02:12;0000132505;  178,00;         0
0000000007;00:02:12;0000132505;  179,00;         0
0000000007;00:02:12;0000132505;  180,00;        10
0000000007;00:02:12;0000132505;  181,00;         0
0000000007;00:02:12;0000132505;  182,00;         0
0000000007;00:02:12;0000132505;  183,00;         0
0000000007;00:02:12;0000132505;  184,00;         0
0000000007;00:02:12;0000132505;  185,00;         0
0000000007;00:02:12;0000132505;  186,00;         0
0000000007;00:02:12;0000132505;  187,00;         0
0000000007;00:02:12;0000132505;  188,00;         0
0000000007;00:02:12;0000132505;  189,00;         0
0000000007;00:02:12;0000132505;  190,00;         0
0000000007;00:02:12;0000132505;  191,00;         0
0000000007;00:02:12;0000132505;  192,00;         0
0000000007;00:02:12;0000132505;  193,00;         0
0000000007;00:02:12;0000132505;  194,00;         0
0000000007;00:02:12;0000132505;  195,00;         0
0000000007;00:02:12;0000132505;  196,00;         0
0000000007;00:02:12;0000132505;  197,00;         0
0000000007;00:02:12;0000132505;  198,00;         0
0000000007;00:02:12;0000132505;  199,00;         0
0000000007;00:02:12;0000132505;  200,00;         0
0000000008;00:02:34;0000154577;    1,00;        70
0000000008;00:02:34;0000154577;    2,00;         0
0000000008;00:02:34;0000154577;    3,00;         0
0000000008;00:02:34;0000154577;    4,00;         0
0000000008;00:02:34;0000154577;    5,00;         0
0000000008;00:02:34;0000154577;    6,00;         0
0000000008;00:02:34;0000154577;    7,00;         0
0000000008;00:02:34;0000154577;    8,00;         0
0000000008;00:02:34;0000154577;    9,00;         0
0000000008;00:02:34;0000154577;   10,00;        10
0000000008;00:02:34;0000154577;   11,00;         0
0000000008;00:02:34;0000154577;   12,00;        90
0000000008;00:02:34;0000154577;   13,00;       200
0000000008;00:02:34;0000154577;   14,00;       120
0000000008;00:02:34;0000154577;   15,00;       150
0000000008;00:02:34;0000154577;   16,00;         0
0000000008;00:02:34;0000154577;   17,00;        30
0000000008;00:02:34;0000154577;   18,00;       110
0000000008;00:02:34;0000154577;   19,00;        20
0000000008;00:02:34;0000154577;   20,00;        10
0000000008;00:02:34;0000154577;   21,00;         0
0000000008;00:02:34;0000154577;   22,00;         0
0000000008;00:02:34;0000154577;   23,00;         0
0000000008;00:02:34;0000154577;   24,00;       330
0000000008;00:02:34;0000154577;   25,00;      1340
0000000008;00:02:34;0000154577;   26,00;      9430
0000000008;00:02:34;0000154577;   27,00;      3740
0000000008;00:02:34;0000154577;   28,00;      7620
0000000008;00:02:34;0000154577;   29,00;      2340
0000000008;00:02:34;0000154577;   30,00;      1430
0000000008;00:02:34;0000154577;   31,00;        80
0000000008;00:02:34;0000154577;   32,00;        20
0000000008;00:02:34;0000154577;   33,00;         0
0000000008;00:02:34;0000154577;   34,00;         0
0000000008;00:02:34;0000154577;   35,00;         0
0000000008;00:02:34;0000154577;   36,00;        40
0000000008;00:02:34;0000154577;   37,00;       260
0000000008;00:02:34;0000154577;   38,00;       420
0000000008;00:02:34;0000154577;   39,00;      1670
0000000008;00:02:34;0000154577;   40,00;      1020
0000000008;00:02:34;0000154577;   41,00;      2180
0000000008;00:02:34;0000154577;   42,00;      1340
0000000008;00:02:34;0000154577;   43,00;      1870
0000000008;00:02:34;0000154577;   44,00;       350
0000000008;00:02:34;0000154577;   45,00;        60
0000000008;00:02:34;0000154577;   46,00;        10
0000000008;00:02:34;0000154577;   47,00;         0
0000000008;00:02:34;0000154577;   48,00;         0
0000000008;00:02:34;0000154577;   49,00;        60
0000000008;00:02:34;0000154577;   50,00;       200
0000000008;00:02:34;0000154577;   51,00;       120
0000000008;00:02:34;0000154577;   52,00;        70
0000000008;00:02:34;0000154577;   53,00;        80
0000000008;00:02:34;0000154577;   54,00;        80
0000000008;00:02:34;0000154577;   55,00;       350
0000000008;00:02:34;0000154577;   56,00;       310
0000000008;00:02:34;0000154577;   57,00;       330
0000000008;00:02:34;0000154577;   58,00;        60
0000000008;00:02:34;0000154577;   59,00;         0
0000000008;00:02:34;0000154577;   60,00;         0
0000000008;00:02:34;0000154577;   61,00;         0
0000000008;00:02:34;0000154577;   62,00;         0
0000000008;00:02:34;0000154577;   63,00;        50
0000000008;00:02:34;0000154577;   64,00;        10
0000000008;00:02:34;0000154577;   65,00;        70
0000000008;00:02:34;0000154577;   66,00;        80
0000000008;00:02:34;0000154577;   67,00;       200
0000000008;00:02:34;0000154577;   68,00;       100
0000000008;00:02:34;0000154577;   69,00;       210
0000000008;00:02:34;0000154577;   70,00;        60
0000000008;00:02:34;0000154577;   71,00;        60
0000000008;00:02:34;0000154577;   72,00;        20
0000000008;00:02:34;0000154577;   73,00;         0
0000000008;00:02:34;0000154577;   74,00;         0
0000000008;00:02:34;0000154577;   75,00;        10
0000000008;00:02:34;0000154577;   76,00;         0
0000000008;00:02:34;0000154577;   77,00;        10
0000000008;00:02:34;0000154577;   78,00;       180
0000000008;00:02:34;0000154577;   79,00;        60
0000000008;00:02:34;0000154577;   80,00;         0
0000000008;00:02:34;0000154577;   81,00;        60
0000000008;00:02:34;0000154577;   82,00;        50
0000000008;00:02:34;0000154577;   83,00;        60
0000000008;00:02:34;0000154577;   84,00;        40
0000000008;00:02:34;0000154577;   85,00;         0
0000000008;00:02:34;0000154577;   86,00;         0
0000000008;00:02:34;0000154577;   87,00;         0
0000000008;00:02:34;0000154577;   88,00;         0
0000000008;00:02:34;0000154577;   89,00;         0
0000000008;00:02:34;0000154577;   90,00;         0
0000000008;00:02:34;0000154577;   91,00;        20
0000000008;00:02:34;0000154577;   92,00;        10
0000000008;00:02:34;0000154577;   93,00;        30
0000000008;00:02:34;0000154577;   94,00;        10
0000000008;00:02:34;0000154577;   95,00;        30
0000000008;00:02:34;0000154577;   96,00;         0
0000000008;00:02:34;0000154577;   97,00;        20
0000000008;00:02:34;0000154577;   98,00;        50
0000000008;00:02:34;0000154577;   99,00;         0
0000000008;00:02:34;0000154577;  100,00;         0
0000000008;00:02:34;0000154577;  101,00;         0
0000000008;00:02:34;0000154577;  102,00;         0
0000000008;00:02:34;0000154577;  103,00;         0
0000000008;00:02:34;0000154577;  104,00;        10
0000000008;00:02:34;0000154577;  105,00;         0
0000000008;00:02:34;0000154577;  106,00;         0
0000000008;00:02:34;0000154577;  107,00;         0
0000000008;00:02:34;0000154577;  108,00;        10
0000000008;00:02:34;0000154577;  109,00;         0
0000000008;00:02:34;0000154577;  110,00;        10
0000000008;00:02:34;0000154577;  111,00;        10
