0000002000;scans;0000000052;DataLength
"header";0000000040;"lines"
"Date";26/10/2022;"Time";14:57:02
"ID";"EQP LOW ENERGY #15376";"Version";3
"Scans";1
"Scan ID";"Mode";"Input";"Scanned";"Start";"Stop";"Increment";"Dwell";"Settle";"RS";"RelSEM"
"Scan 1";"RGA";"SEM";"mass";1,00;200,00;1,00;100,000;100,000%;1,000000;1,000000;
"Environment";
"Global";"RGA"
"1st-dynode";-3500;"V"
"CRV_range";7;"c/s"
"CRV_resolution";6;"bits"
"D.C.quad";-12;"%"
"F1";1;"( 1 = on, 0 = off )"
"F2";0;"( 1 = on, 0 = off )"
"axis";-40,0;"V"
"cage";3,0;"V"
"delta-m";0;"%"
"discriminator";-10;"%"
"electron-energy";70,0;"V"
"emission";2,0000;"uA"
"energy";1,10;"V"
"extractor";304;"V"
"flight-focus";-105;"V"
"focus2";-200;"V"
"gate_delay";0,1;"uS"
"gate_width";0,0;"uS"
"gating";0;"( 1 = on, 0 = off )"
"gating_invert";0;"( 0 = normal, 1 = invert)"
"horiz";11;"%"
"lens1";356;"V"
"lens2";-110;"V"
"mass";28,00;"amu"
"mode-change-delay";1000;"ms"
"multiplier";1800;"V"
"plates";7,40;"V"
"resolution";0;"%"
"suppressor";-200;"V"
"transit-energy";3,00;"V"
"vert";-34;"%"
"Data";1
"Cycle";"Time";"ms";"mass amu";"SEM c/s"
0000000003;00:00:44;0000044215;    8,00;         0
0000000003;00:00:44;0000044215;    9,00;         0
0000000003;00:00:44;0000044215;   10,00;         0
0000000003;00:00:44;0000044215;   11,00;         0
0000000003;00:00:44;0000044215;   12,00;        80
0000000003;00:00:44;0000044215;   13,00;       110
0000000003;00:00:44;0000044215;   14,00;       160
0000000003;00:00:44;0000044215;   15,00;       240
0000000003;00:00:44;0000044215;   16,00;        10
0000000003;00:00:44;0000044215;   17,00;        30
0000000003;00:00:44;0000044215;   18,00;       220
0000000003;00:00:44;0000044215;   19,00;        40
0000000003;00:00:44;0000044215;   20,00;        30
0000000003;00:00:44;0000044215;   21,00;         0
0000000003;00:00:44;0000044215;   22,00;         0
0000000003;00:00:44;0000044215;   23,00;         0
0000000003;00:00:44;0000044215;   24,00;       310
0000000003;00:00:44;0000044215;   25,00;      1260
0000000003;00:00:44;0000044215;   26,00;      8900
0000000003;00:00:44;0000044215;   27,00;      2980
0000000003;00:00:44;0000044215;   28,00;      7450
0000000003;00:00:44;0000044215;   29,00;      2540
0000000003;00:00:44;0000044215;   30,00;      1320
0000000003;00:00:44;0000044215;   31,00;        80
0000000003;00:00:44;0000044215;   32,00;         0
0000000003;00:00:44;0000044215;   33,00;        10
0000000003;00:00:44;0000044215;   34,00;         0
0000000003;00:00:44;0000044215;   35,00;         0
0000000003;00:00:44;0000044215;   36,00;        50
0000000003;00:00:44;0000044215;   37,00;       250
0000000003;00:00:44;0000044215;   38,00;       470
0000000003;00:00:44;0000044215;   39,00;      1910
0000000003;00:00:44;0000044215;   40,00;      1020
0000000003;00:00:44;0000044215;   41,00;      2450
0000000003;00:00:44;0000044215;   42,00;      1310
0000000003;00:00:44;0000044215;   43,00;      1820
0000000003;00:00:44;0000044215;   44,00;       430
0000000003;00:00:44;0000044215;   45,00;        70
0000000003;00:00:44;0000044215;   46,00;         0
0000000003;00:00:44;0000044215;   47,00;         0
0000000003;00:00:44;0000044215;   48,00;         0
0000000003;00:00:44;0000044215;   49,00;        30
0000000003;00:00:44;0000044215;   50,00;        80
0000000003;00:00:44;0000044215;   51,00;       100
0000000003;00:00:44;0000044215;   52,00;        30
0000000003;00:00:44;0000044215;   53,00;       230
0000000003;00:00:44;0000044215;   54,00;       210
0000000003;00:00:44;0000044215;   55,00;       360
0000000003;00:00:44;0000044215;   56,00;       410
0000000003;00:00:44;0000044215;   57,00;       250
0000000003;00:00:44;0000044215;   58,00;        30
0000000003;00:00:44;0000044215;   59,00;         0
0000000003;00:00:44;0000044215;   60,00;         0
0000000003;00:00:44;0000044215;   61,00;        10
0000000003;00:00:44;0000044215;   62,00;        10
0000000003;00:00:44;0000044215;   63,00;        60
0000000003;00:00:44;0000044215;   64,00;         0
0000000003;00:00:44;0000044215;   65,00;        60
0000000003;00:00:44;0000044215;   66,00;        30
0000000003;00:00:44;0000044215;   67,00;       190
0000000003;00:00:44;0000044215;   68,00;       150
0000000003;00:00:44;0000044215;   69,00;       150
0000000003;00:00:44;0000044215;   70,00;       140
0000000003;00:00:44;0000044215;   71,00;        20
0000000003;00:00:44;0000044215;   72,00;        30
0000000003;00:00:44;0000044215;   73,00;        10
0000000003;00:00:44;0000044215;   74,00;         0
0000000003;00:00:44;0000044215;   75,00;         0
0000000003;00:00:44;0000044215;   76,00;        20
0000000003;00:00:44;0000044215;   77,00;        50
0000000003;00:00:44;0000044215;   78,00;       190
0000000003;00:00:44;0000044215;   79,00;       110
0000000003;00:00:44;0000044215;   80,00;        10
0000000003;00:00:44;0000044215;   81,00;        50
0000000003;00:00:44;0000044215;   82,00;        20
0000000003;00:00:44;0000044215;   83,00;        60
0000000003;00:00:44;0000044215;   84,00;        20
0000000003;00:00:44;0000044215;   85,00;        20
0000000003;00:00:44;0000044215;   86,00;         0
0000000003;00:00:44;0000044215;   87,00;         0
0000000003;00:00:44;0000044215;   88,00;         0
0000000003;00:00:44;0000044215;   89,00;         0
0000000003;00:00:44;0000044215;   90,00;         0
0000000003;00:00:44;0000044215;   91,00;       120
0000000003;00:00:44;0000044215;   92,00;        10
0000000003;00:00:44;0000044215;   93,00;        10
0000000003;00:00:44;0000044215;   94,00;         0
0000000003;00:00:44;0000044215;   95,00;        80
0000000003;00:00:44;0000044215;   96,00;         0
0000000003;00:00:44;0000044215;   97,00;        30
0000000003;00:00:44;0000044215;   98,00;        10
0000000003;00:00:44;0000044215;   99,00;         0
0000000003;00:00:44;0000044215;  100,00;        10
0000000003;00:00:44;0000044215;  101,00;         0
0000000003;00:00:44;0000044215;  102,00;         0
0000000003;00:00:44;0000044215;  103,00;         0
0000000003;00:00:44;0000044215;  104,00;        10
0000000003;00:00:44;0000044215;  105,00;         0
0000000003;00:00:44;0000044215;  106,00;         0
0000000003;00:00:44;0000044215;  107,00;         0
0000000003;00:00:44;0000044215;  108,00;         0
0000000003;00:00:44;0000044215;  109,00;         0
0000000003;00:00:44;0000044215;  110,00;        10
0000000003;00:00:44;0000044215;  111,00;         0
0000000003;00:00:44;0000044215;  112,00;         0
0000000003;00:00:44;0000044215;  113,00;         0
0000000003;00:00:44;0000044215;  114,00;         0
0000000003;00:00:44;0000044215;  115,00;         0
0000000003;00:00:44;0000044215;  116,00;         0
0000000003;00:00:44;0000044215;  117,00;         0
0000000003;00:00:44;0000044215;  118,00;         0
0000000003;00:00:44;0000044215;  119,00;         0
0000000003;00:00:44;0000044215;  120,00;         0
0000000003;00:00:44;0000044215;  121,00;         0
0000000003;00:00:44;0000044215;  122,00;         0
0000000003;00:00:44;0000044215;  123,00;         0
0000000003;00:00:44;0000044215;  124,00;         0
0000000003;00:00:44;0000044215;  125,00;         0
0000000003;00:00:44;0000044215;  126,00;         0
0000000003;00:00:44;0000044215;  127,00;         0
0000000003;00:00:44;0000044215;  128,00;         0
0000000003;00:00:44;0000044215;  129,00;         0
0000000003;00:00:44;0000044215;  130,00;         0
0000000003;00:00:44;0000044215;  131,00;         0
0000000003;00:00:44;0000044215;  132,00;         0
0000000003;00:00:44;0000044215;  133,00;         0
0000000003;00:00:44;0000044215;  134,00;         0
0000000003;00:00:44;0000044215;  135,00;         0
0000000003;00:00:44;0000044215;  136,00;         0
0000000003;00:00:44;0000044215;  137,00;         0
0000000003;00:00:44;0000044215;  138,00;         0
0000000003;00:00:44;0000044215;  139,00;        10
0000000003;00:00:44;0000044215;  140,00;         0
0000000003;00:00:44;0000044215;  141,00;         0
0000000003;00:00:44;0000044215;  142,00;         0
0000000003;00:00:44;0000044215;  143,00;         0
0000000003;00:00:44;0000044215;  144,00;         0
0000000003;00:00:44;0000044215;  145,00;         0
0000000003;00:00:44;0000044215;  146,00;         0
0000000003;00:00:44;0000044215;  147,00;         0
0000000003;00:00:44;0000044215;  148,00;         0
0000000003;00:00:44;0000044215;  149,00;         0
0000000003;00:00:44;0000044215;  150,00;         0
0000000003;00:00:44;0000044215;  151,00;         0
0000000003;00:00:44;0000044215;  152,00;         0
0000000003;00:00:44;0000044215;  153,00;         0
0000000003;00:00:44;0000044215;  154,00;         0
0000000003;00:00:44;0000044215;  155,00;         0
0000000003;00:00:44;0000044215;  156,00;         0
0000000003;00:00:44;0000044215;  157,00;         0
0000000003;00:00:44;0000044215;  158,00;         0
0000000003;00:00:44;0000044215;  159,00;         0
0000000003;00:00:44;0000044215;  160,00;         0
0000000003;00:00:44;0000044215;  161,00;         0
0000000003;00:00:44;0000044215;  162,00;         0
0000000003;00:00:44;0000044215;  163,00;         0
0000000003;00:00:44;0000044215;  164,00;         0
0000000003;00:00:44;0000044215;  165,00;         0
0000000003;00:00:44;0000044215;  166,00;        10
0000000003;00:00:44;0000044215;  167,00;         0
0000000003;00:00:44;0000044215;  168,00;         0
0000000003;00:00:44;0000044215;  169,00;         0
0000000003;00:00:44;0000044215;  170,00;         0
0000000003;00:00:44;0000044215;  171,00;         0
0000000003;00:00:44;0000044215;  172,00;         0
0000000003;00:00:44;0000044215;  173,00;         0
0000000003;00:00:44;0000044215;  174,00;         0
0000000003;00:00:44;0000044215;  175,00;         0
0000000003;00:00:44;0000044215;  176,00;         0
0000000003;00:00:44;0000044215;  177,00;         0
0000000003;00:00:44;0000044215;  178,00;         0
0000000003;00:00:44;0000044215;  179,00;         0
0000000003;00:00:44;0000044215;  180,00;         0
0000000003;00:00:44;0000044215;  181,00;        10
0000000003;00:00:44;0000044215;  182,00;         0
0000000003;00:00:44;0000044215;  183,00;         0
0000000003;00:00:44;0000044215;  184,00;         0
0000000003;00:00:44;0000044215;  185,00;         0
0000000003;00:00:44;0000044215;  186,00;         0
0000000003;00:00:44;0000044215;  187,00;         0
0000000003;00:00:44;0000044215;  188,00;         0
0000000003;00:00:44;0000044215;  189,00;         0
0000000003;00:00:44;0000044215;  190,00;         0
0000000003;00:00:44;0000044215;  191,00;         0
0000000003;00:00:44;0000044215;  192,00;         0
0000000003;00:00:44;0000044215;  193,00;         0
0000000003;00:00:44;0000044215;  194,00;         0
0000000003;00:00:44;0000044215;  195,00;         0
0000000003;00:00:44;0000044215;  196,00;         0
0000000003;00:00:44;0000044215;  197,00;         0
0000000003;00:00:44;0000044215;  198,00;         0
0000000003;00:00:44;0000044215;  199,00;         0
0000000003;00:00:44;0000044215;  200,00;         0
0000000004;00:01:06;0000066287;    1,00;       130
0000000004;00:01:06;0000066287;    2,00;         0
0000000004;00:01:06;0000066287;    3,00;         0
0000000004;00:01:06;0000066287;    4,00;         0
0000000004;00:01:06;0000066287;    5,00;         0
0000000004;00:01:06;0000066287;    6,00;         0
0000000004;00:01:06;0000066287;    7,00;         0
0000000004;00:01:06;0000066287;    8,00;         0
0000000004;00:01:06;0000066287;    9,00;         0
0000000004;00:01:06;0000066287;   10,00;         0
0000000004;00:01:06;0000066287;   11,00;         0
0000000004;00:01:06;0000066287;   12,00;        70
0000000004;00:01:06;0000066287;   13,00;       100
0000000004;00:01:06;0000066287;   14,00;        90
0000000004;00:01:06;0000066287;   15,00;       170
0000000004;00:01:06;0000066287;   16,00;        10
0000000004;00:01:06;0000066287;   17,00;        10
0000000004;00:01:06;0000066287;   18,00;       130
0000000004;00:01:06;0000066287;   19,00;        20
0000000004;00:01:06;0000066287;   20,00;         0
0000000004;00:01:06;0000066287;   21,00;         0
0000000004;00:01:06;0000066287;   22,00;         0
0000000004;00:01:06;0000066287;   23,00;         0
0000000004;00:01:06;0000066287;   24,00;       290
0000000004;00:01:06;0000066287;   25,00;      1460
0000000004;00:01:06;0000066287;   26,00;      8760
0000000004;00:01:06;0000066287;   27,00;      2950
0000000004;00:01:06;0000066287;   28,00;      7920
0000000004;00:01:06;0000066287;   29,00;      2530
0000000004;00:01:06;0000066287;   30,00;      1480
0000000004;00:01:06;0000066287;   31,00;        50
0000000004;00:01:06;0000066287;   32,00;         0
0000000004;00:01:06;0000066287;   33,00;         0
0000000004;00:01:06;0000066287;   34,00;         0
0000000004;00:01:06;0000066287;   35,00;         0
0000000004;00:01:06;0000066287;   36,00;        50
0000000004;00:01:06;0000066287;   37,00;       180
0000000004;00:01:06;0000066287;   38,00;       450
0000000004;00:01:06;0000066287;   39,00;      1860
0000000004;00:01:06;0000066287;   40,00;      1120
0000000004;00:01:06;0000066287;   41,00;      2170
0000000004;00:01:06;0000066287;   42,00;      1400
0000000004;00:01:06;0000066287;   43,00;      1630
0000000004;00:01:06;0000066287;   44,00;       520
0000000004;00:01:06;0000066287;   45,00;        60
0000000004;00:01:06;0000066287;   46,00;         0
0000000004;00:01:06;0000066287;   47,00;         0
0000000004;00:01:06;0000066287;   48,00;         0
0000000004;00:01:06;0000066287;   49,00;        30
0000000004;00:01:06;0000066287;   50,00;       200
0000000004;00:01:06;0000066287;   51,00;        10
0000000004;00:01:06;0000066287;   52,00;        30
0000000004;00:01:06;0000066287;   53,00;        80
0000000004;00:01:06;0000066287;   54,00;       140
0000000004;00:01:06;0000066287;   55,00;       270
0000000004;00:01:06;0000066287;   56,00;       550
0000000004;00:01:06;0000066287;   57,00;       340
0000000004;00:01:06;0000066287;   58,00;       110
0000000004;00:01:06;0000066287;   59,00;        30
0000000004;00:01:06;0000066287;   60,00;         0
0000000004;00:01:06;0000066287;   61,00;         0
0000000004;00:01:06;0000066287;   62,00;        20
0000000004;00:01:06;0000066287;   63,00;        50
0000000004;00:01:06;0000066287;   64,00;         0
0000000004;00:01:06;0000066287;   65,00;        90
0000000004;00:01:06;0000066287;   66,00;        20
0000000004;00:01:06;0000066287;   67,00;       180
0000000004;00:01:06;0000066287;   68,00;        40
0000000004;00:01:06;0000066287;   69,00;       110
0000000004;00:01:06;0000066287;   70,00;       120
0000000004;00:01:06;0000066287;   71,00;       100
0000000004;00:01:06;0000066287;   72,00;        10
0000000004;00:01:06;0000066287;   73,00;        30
0000000004;00:01:06;0000066287;   74,00;        20
0000000004;00:01:06;0000066287;   75,00;         0
0000000004;00:01:06;0000066287;   76,00;        10
0000000004;00:01:06;0000066287;   77,00;         0
0000000004;00:01:06;0000066287;   78,00;        70
0000000004;00:01:06;0000066287;   79,00;        30
0000000004;00:01:06;0000066287;   80,00;         0
0000000004;00:01:06;0000066287;   81,00;        40
0000000004;00:01:06;0000066287;   82,00;        70
0000000004;00:01:06;0000066287;   83,00;        30
0000000004;00:01:06;0000066287;   84,00;       110
0000000004;00:01:06;0000066287;   85,00;        10
0000000004;00:01:06;0000066287;   86,00;         0
0000000004;00:01:06;0000066287;   87,00;         0
0000000004;00:01:06;0000066287;   88,00;         0
0000000004;00:01:06;0000066287;   89,00;         0
0000000004;00:01:06;0000066287;   90,00;         0
0000000004;00:01:06;0000066287;   91,00;       110
0000000004;00:01:06;0000066287;   92,00;        70
0000000004;00:01:06;0000066287;   93,00;         0
0000000004;00:01:06;0000066287;   94,00;         0
0000000004;00:01:06;0000066287;   95,00;         0
0000000004;00:01:06;0000066287;   96,00;        20
0000000004;00:01:06;0000066287;   97,00;        30
0000000004;00:01:06;0000066287;   98,00;        10
0000000004;00:01:06;0000066287;   99,00;        10
0000000004;00:01:06;0000066287;  100,00;         0
0000000004;00:01:06;0000066287;  101,00;         0
0000000004;00:01:06;0000066287;  102,00;         0
0000000004;00:01:06;0000066287;  103,00;         0
0000000004;00:01:06;0000066287;  104,00;         0
0000000004;00:01:06;0000066287;  105,00;         0
0000000004;00:01:06;0000066287;  106,00;        10
0000000004;00:01:06;0000066287;  107,00;         0
0000000004;00:01:06;0000066287;  108,00;         0
0000000004;00:01:06;0000066287;  109,00;         0
0000000004;00:01:06;0000066287;  110,00;        10
0000000004;00:01:06;0000066287;  111,00;         0
0000000004;00:01:06;0000066287;  112,00;        10
0000000004;00:01:06;0000066287;  113,00;         0
0000000004;00:01:06;0000066287;  114,00;         0
0000000004;00:01:06;0000066287;  115,00;         0
0000000004;00:01:06;0000066287;  116,00;         0
0000000004;00:01:06;0000066287;  117,00;         0
0000000004;00:01:06;0000066287;  118,00;         0
0000000004;00:01:06;0000066287;  119,00;         0
0000000004;00:01:06;0000066287;  120,00;         0
0000000004;00:01:06;0000066287;  121,00;         0
0000000004;00:01:06;0000066287;  122,00;         0
0000000004;00:01:06;0000066287;  123,00;        10
0000000004;00:01:06;0000066287;  124,00;         0
0000000004;00:01:06;0000066287;  125,00;        20
0000000004;00:01:06;0000066287;  126,00;         0
0000000004;00:01:06;0000066287;  127,00;         0
0000000004;00:01:06;0000066287;  128,00;         0
0000000004;00:01:06;0000066287;  129,00;        10
0000000004;00:01:06;0000066287;  130,00;         0
0000000004;00:01:06;0000066287;  131,00;         0
0000000004;00:01:06;0000066287;  132,00;         0
0000000004;00:01:06;0000066287;  133,00;         0
0000000004;00:01:06;0000066287;  134,00;         0
0000000004;00:01:06;0000066287;  135,00;         0
0000000004;00:01:06;0000066287;  136,00;         0
0000000004;00:01:06;0000066287;  137,00;         0
0000000004;00:01:06;0000066287;  138,00;         0
0000000004;00:01:06;0000066287;  139,00;         0
0000000004;00:01:06;0000066287;  140,00;         0
0000000004;00:01:06;0000066287;  141,00;         0
0000000004;00:01:06;0000066287;  142,00;         0
0000000004;00:01:06;0000066287;  143,00;         0
0000000004;00:01:06;0000066287;  144,00;         0
0000000004;00:01:06;0000066287;  145,00;         0
0000000004;00:01:06;0000066287;  146,00;         0
0000000004;00:01:06;0000066287;  147,00;         0
0000000004;00:01:06;0000066287;  148,00;         0
0000000004;00:01:06;0000066287;  149,00;         0
0000000004;00:01:06;0000066287;  150,00;         0
0000000004;00:01:06;0000066287;  151,00;         0
0000000004;00:01:06;0000066287;  152,00;        10
0000000004;00:01:06;0000066287;  153,00;         0
0000000004;00:01:06;0000066287;  154,00;         0
0000000004;00:01:06;0000066287;  155,00;         0
0000000004;00:01:06;0000066287;  156,00;        10
0000000004;00:01:06;0000066287;  157,00;         0
0000000004;00:01:06;0000066287;  158,00;         0
0000000004;00:01:06;0000066287;  159,00;         0
0000000004;00:01:06;0000066287;  160,00;         0
0000000004;00:01:06;0000066287;  161,00;         0
0000000004;00:01:06;0000066287;  162,00;         0
0000000004;00:01:06;0000066287;  163,00;        10
0000000004;00:01:06;0000066287;  164,00;         0
0000000004;00:01:06;0000066287;  165,00;         0
0000000004;00:01:06;0000066287;  166,00;         0
0000000004;00:01:06;0000066287;  167,00;         0
0000000004;00:01:06;0000066287;  168,00;         0
0000000004;00:01:06;0000066287;  169,00;         0
0000000004;00:01:06;0000066287;  170,00;         0
0000000004;00:01:06;0000066287;  171,00;         0
0000000004;00:01:06;0000066287;  172,00;         0
0000000004;00:01:06;0000066287;  173,00;         0
0000000004;00:01:06;0000066287;  174,00;         0
0000000004;00:01:06;0000066287;  175,00;         0
0000000004;00:01:06;0000066287;  176,00;         0
0000000004;00:01:06;0000066287;  177,00;         0
0000000004;00:01:06;0000066287;  178,00;         0
0000000004;00:01:06;0000066287;  179,00;         0
0000000004;00:01:06;0000066287;  180,00;         0
0000000004;00:01:06;0000066287;  181,00;         0
0000000004;00:01:06;0000066287;  182,00;         0
0000000004;00:01:06;0000066287;  183,00;         0
0000000004;00:01:06;0000066287;  184,00;         0
0000000004;00:01:06;0000066287;  185,00;         0
0000000004;00:01:06;0000066287;  186,00;         0
0000000004;00:01:06;0000066287;  187,00;         0
0000000004;00:01:06;0000066287;  188,00;         0
0000000004;00:01:06;0000066287;  189,00;         0
0000000004;00:01:06;0000066287;  190,00;         0
0000000004;00:01:06;0000066287;  191,00;         0
0000000004;00:01:06;0000066287;  192,00;         0
0000000004;00:01:06;0000066287;  193,00;         0
0000000004;00:01:06;0000066287;  194,00;         0
0000000004;00:01:06;0000066287;  195,00;         0
0000000004;00:01:06;0000066287;  196,00;         0
0000000004;00:01:06;0000066287;  197,00;         0
0000000004;00:01:06;0000066287;  198,00;         0
0000000004;00:01:06;0000066287;  199,00;         0
0000000004;00:01:06;0000066287;  200,00;         0
0000000005;00:01:28;0000088360;    1,00;        80
0000000005;00:01:28;0000088360;    2,00;        30
0000000005;00:01:28;0000088360;    3,00;         0
0000000005;00:01:28;0000088360;    4,00;         0
0000000005;00:01:28;0000088360;    5,00;         0
0000000005;00:01:28;0000088360;    6,00;         0
0000000005;00:01:28;0000088360;    7,00;         0
0000000005;00:01:28;0000088360;    8,00;         0
0000000005;00:01:28;0000088360;    9,00;         0
0000000005;00:01:28;0000088360;   10,00;         0
0000000005;00:01:28;0000088360;   11,00;         0
0000000005;00:01:28;0000088360;   12,00;        90
0000000005;00:01:28;0000088360;   13,00;       120
0000000005;00:01:28;0000088360;   14,00;       130
0000000005;00:01:28;0000088360;   15,00;       290
0000000005;00:01:28;0000088360;   16,00;        20
0000000005;00:01:28;0000088360;   17,00;       100
0000000005;00:01:28;0000088360;   18,00;       110
0000000005;00:01:28;0000088360;   19,00;        60
0000000005;00:01:28;0000088360;   20,00;         0
0000000005;00:01:28;0000088360;   21,00;         0
0000000005;00:01:28;0000088360;   22,00;         0
0000000005;00:01:28;0000088360;   23,00;         0
0000000005;00:01:28;0000088360;   24,00;       230
0000000005;00:01:28;0000088360;   25,00;      1460
0000000005;00:01:28;0000088360;   26,00;      8970
0000000005;00:01:28;0000088360;   27,00;      3350
0000000005;00:01:28;0000088360;   28,00;      7850
0000000005;00:01:28;0000088360;   29,00;      2270
0000000005;00:01:28;0000088360;   30,00;      1290
0000000005;00:01:28;0000088360;   31,00;        50
0000000005;00:01:28;0000088360;   32,00;        20
0000000005;00:01:28;0000088360;   33,00;         0
0000000005;00:01:28;0000088360;   34,00;        10
0000000005;00:01:28;0000088360;   35,00;         0
0000000005;00:01:28;0000088360;   36,00;        30
0000000005;00:01:28;0000088360;   37,00;       300
0000000005;00:01:28;0000088360;   38,00;       380
0000000005;00:01:28;0000088360;   39,00;      1550
0000000005;00:01:28;0000088360;   40,00;      1060
0000000005;00:01:28;0000088360;   41,00;      2180
0000000005;00:01:28;0000088360;   42,00;      1240
0000000005;00:01:28;0000088360;   43,00;      1660
0000000005;00:01:28;0000088360;   44,00;       470
0000000005;00:01:28;0000088360;   45,00;        50
0000000005;00:01:28;0000088360;   46,00;         0
0000000005;00:01:28;0000088360;   47,00;         0
0000000005;00:01:28;0000088360;   48,00;         0
0000000005;00:01:28;0000088360;   49,00;        20
0000000005;00:01:28;0000088360;   50,00;       160
0000000005;00:01:28;0000088360;   51,00;       160
0000000005;00:01:28;0000088360;   52,00;       130
0000000005;00:01:28;0000088360;   53,00;       100
0000000005;00:01:28;0000088360;   54,00;        70
0000000005;00:01:28;0000088360;   55,00;       330
0000000005;00:01:28;0000088360;   56,00;       260
0000000005;00:01:28;0000088360;   57,00;       320
0000000005;00:01:28;0000088360;   58,00;        40
0000000005;00:01:28;0000088360;   59,00;         0
0000000005;00:01:28;0000088360;   60,00;        10
0000000005;00:01:28;0000088360;   61,00;        30
0000000005;00:01:28;0000088360;   62,00;        20
0000000005;00:01:28;0000088360;   63,00;         0
0000000005;00:01:28;0000088360;   64,00;         0
0000000005;00:01:28;0000088360;   65,00;        40
0000000005;00:01:28;0000088360;   66,00;        50
0000000005;00:01:28;0000088360;   67,00;       170
0000000005;00:01:28;0000088360;   68,00;       130
0000000005;00:01:28;0000088360;   69,00;       100
0000000005;00:01:28;0000088360;   70,00;       330
0000000005;00:01:28;0000088360;   71,00;        80
0000000005;00:01:28;0000088360;   72,00;         0
0000000005;00:01:28;0000088360;   73,00;         0
0000000005;00:01:28;0000088360;   74,00;        40
0000000005;00:01:28;0000088360;   75,00;        10
0000000005;00:01:28;0000088360;   76,00;         0
0000000005;00:01:28;0000088360;   77,00;       110
0000000005;00:01:28;0000088360;   78,00;       120
0000000005;00:01:28;0000088360;   79,00;        20
0000000005;00:01:28;0000088360;   80,00;         0
0000000005;00:01:28;0000088360;   81,00;        40
0000000005;00:01:28;0000088360;   82,00;        30
0000000005;00:01:28;0000088360;   83,00;        20
0000000005;00:01:28;0000088360;   84,00;        30
0000000005;00:01:28;0000088360;   85,00;         0
0000000005;00:01:28;0000088360;   86,00;         0
0000000005;00:01:28;0000088360;   87,00;         0
0000000005;00:01:28;0000088360;   88,00;         0
0000000005;00:01:28;0000088360;   89,00;        20
0000000005;00:01:28;0000088360;   90,00;         0
0000000005;00:01:28;0000088360;   91,00;        70
0000000005;00:01:28;0000088360;   92,00;        20
0000000005;00:01:28;0000088360;   93,00;        20
0000000005;00:01:28;0000088360;   94,00;         0
0000000005;00:01:28;0000088360;   95,00;        10
0000000005;00:01:28;0000088360;   96,00;        30
0000000005;00:01:28;0000088360;   97,00;         0
0000000005;00:01:28;0000088360;   98,00;        50
0000000005;00:01:28;0000088360;   99,00;        10
0000000005;00:01:28;0000088360;  100,00;         0
0000000005;00:01:28;0000088360;  101,00;         0
0000000005;00:01:28;0000088360;  102,00;         0
0000000005;00:01:28;0000088360;  103,00;         0
0000000005;00:01:28;0000088360;  104,00;         0
0000000005;00:01:28;0000088360;  105,00;         0
0000000005;00:01:28;0000088360;  106,00;        40
0000000005;00:01:28;0000088360;  107,00;        10
0000000005;00:01:28;0000088360;  108,00;         0
0000000005;00:01:28;0000088360;  109,00;         0
0000000005;00:01:28;0000088360;  110,00;         0
0000000005;00:01:28;0000088360;  111,00;         0
0000000005;00:01:28;0000088360;  112,00;        10
0000000005;00:01:28;0000088360;  113,00;         0
0000000005;00:01:28;0000088360;  114,00;         0
0000000005;00:01:28;0000088360;  115,00;         0
0000000005;00:01:28;0000088360;  116,00;         0
0000000005;00:01:28;0000088360;  117,00;         0
0000000005;00:01:28;0000088360;  118,00;         0
0000000005;00:01:28;0000088360;  119,00;         0
0000000005;00:01:28;0000088360;  120,00;         0
0000000005;00:01:28;0000088360;  121,00;         0
0000000005;00:01:28;0000088360;  122,00;         0
0000000005;00:01:28;0000088360;  123,00;         0
0000000005;00:01:28;0000088360;  124,00;        10
0000000005;00:01:28;0000088360;  125,00;         0
0000000005;00:01:28;0000088360;  126,00;         0
0000000005;00:01:28;0000088360;  127,00;         0
0000000005;00:01:28;0000088360;  128,00;         0
0000000005;00:01:28;0000088360;  129,00;         0
0000000005;00:01:28;0000088360;  130,00;         0
0000000005;00:01:28;0000088360;  131,00;         0
0000000005;00:01:28;0000088360;  132,00;         0
0000000005;00:01:28;0000088360;  133,00;         0
0000000005;00:01:28;0000088360;  134,00;         0
0000000005;00:01:28;0000088360;  135,00;         0
0000000005;00:01:28;0000088360;  136,00;         0
0000000005;00:01:28;0000088360;  137,00;         0
0000000005;00:01:28;0000088360;  138,00;         0
0000000005;00:01:28;0000088360;  139,00;         0
0000000005;00:01:28;0000088360;  140,00;         0
0000000005;00:01:28;0000088360;  141,00;         0
0000000005;00:01:28;0000088360;  142,00;         0
0000000005;00:01:28;0000088360;  143,00;         0
0000000005;00:01:28;0000088360;  144,00;         0
0000000005;00:01:28;0000088360;  145,00;         0
0000000005;00:01:28;0000088360;  146,00;         0
0000000005;00:01:28;0000088360;  147,00;         0
0000000005;00:01:28;0000088360;  148,00;         0
0000000005;00:01:28;0000088360;  149,00;         0
0000000005;00:01:28;0000088360;  150,00;         0
0000000005;00:01:28;0000088360;  151,00;         0
0000000005;00:01:28;0000088360;  152,00;         0
0000000005;00:01:28;0000088360;  153,00;         0
0000000005;00:01:28;0000088360;  154,00;         0
0000000005;00:01:28;0000088360;  155,00;         0
0000000005;00:01:28;0000088360;  156,00;         0
0000000005;00:01:28;0000088360;  157,00;         0
0000000005;00:01:28;0000088360;  158,00;         0
0000000005;00:01:28;0000088360;  159,00;         0
